GFE_ID,SYSTEM_SITE,GFE_TYPE,SPECIES_QUALIFIED,Y_LAT,X_LONGT,FAZ_ACRO,MAZ_ACRO,JAZ_ACRO,CU_NAME,CU_ACRO,CU_LAT,CU_LONGT,CU_TYPE,CU_INDEX,FULL_CU_IN,SBJ_ID,POP_ID,IS_INDICATOR,CMNTS,EFFECTIVE_DT,WATERSHED_CDE,FWA_WATERSHED_CDE,MDFA_location
1425,CLANNINICK CREEK,Stream,CM,50.04141744,-127.4114013,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,39656,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-713300-00000-00000-0000-0000-000-000-000-000-000-000,930-712616-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
2470,CLEMENS CREEK,Stream,CM,49.13563333,-125.137861,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,3175,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-162500-98800-00000-0000-0000-000-000-000-000-000-000,930-164367-991909-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1278,COEUR D'ALENE CREEK,Stream,CM,49.04569594,-125.1381025,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40696,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-193200-00000-00000-0000-0000-000-000-000-000-000-000,930-187551-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1257,COLEMAN CREEK,Stream,CM,49.00626566,-124.8577044,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40506,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-124200-00000-00000-0000-0000-000-000-000-000-000-000,930-125279-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1255,CONSINKA CREEK,Stream,CM,48.9359891,-124.9816979,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40486,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-117000-05400-00000-0000-0000-000-000-000-000-000-000,930-118343-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1283,DUTCH HARBOUR CREEK EAST,Stream,CM,48.96552574,-125.2718441,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40746,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-210900-00000-00000-0000-0000-000-000-000-000-000-000,930-205268-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1284,DUTCH HARBOUR CREEK WEST,Stream,CM,48.96799817,-125.2846246,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40756,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-211500-00000-00000-0000-0000-000-000-000-000-000-000,930-205829-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1419,EASY CREEK,Stream,CM,50.12821162,-127.3111755,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40886,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-691300-00000-00000-0000-0000-000-000-000-000-000-000,930-691582-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1279,EFFINGHAM RIVER,Stream,CM,49.09534128,-125.200767,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40706,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-196400-00000-00000-0000-0000-000-000-000-000-000-000,930-191124-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1420,ELAINE CREEK,Stream,CM,50.12125435,-127.2985649,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40896,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-691900-00000-00000-0000-0000-000-000-000-000-000-000,930-692089-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1253,FREDERICK CREEK,Stream,CM,48.89171327,-124.9975334,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40466,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-110800-03000-00000-0000-0000-000-000-000-000-000-000,930-112460-069323-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1273,HENDERSON LAKE,Lake,CM,49.0283341,-125.0511539,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40646,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-162500-00000-00000-0000-0000-000-000-000-000-000-000,930-164367-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1295,HILLIER CREEK,Stream,CM,48.95535719,-125.5506561,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,39596,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-242800-00000-00000-0000-0000-000-000-000-000-000-000,930-232561-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1275,HOLFORD CREEK,Stream,CM,48.93582388,-125.0843822,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40666,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,935-110500-38900-00000-0000-0000-000-000-000-000-000-000,935-316123-393394-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1294,ITATSOO CREEK,Stream,CM,48.92720166,-125.5041153,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,39586,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-239300-00000-00000-0000-0000-000-000-000-000-000-000,930-232561-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1421,JANSEN LAKE CREEK,Stream,CM,50.11891865,-127.2944509,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,39616,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-692100-00000-00000-0000-0000-000-000-000-000-000-000,930-692270-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1412,KAOUK RIVER,Stream,CM,50.0635084,-127.0985149,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,41861,Y,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-665700-00000-00000-0000-0000-000-000-000-000-000-000,930-665189-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1407,KAPOOSE CREEK,Stream,CM,49.94823143,-127.2208981,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,41811,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-639800-00000-00000-0000-0000-000-000-000-000-000-000,930-637476-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1418,KASHUTL RIVER,Stream,CM,50.19495862,-127.3098438,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40876,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-687400-00000-00000-0000-0000-000-000-000-000-000-000,930-687605-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1417,KAUWINCH RIVER,Stream,CM,50.14450885,-127.2707541,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40866,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-683800-00000-00000-0000-0000-000-000-000-000-000-000,930-683984-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1248,KLANAWA RIVER,Stream,CM,48.69869714,-124.9476867,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40416,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-075500-00000-00000-0000-0000-000-000-000-000-000-000,930-077174-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1291,LITTLE MAGGIE RIVER,Stream,CM,48.97821828,-125.3941865,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,39556,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-234200-00000-00000-0000-0000-000-000-000-000-000-000,930-227481-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1289,LITTLE TOQUART CREEK,Stream,CM,49.04107712,-125.3609243,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,39536,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-230500-03800-00000-0000-0000-000-000-000-000-000-000,930-223732-027604-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1299,LOST SHOE CREEK,Stream,CM,49.0028941,-125.6399383,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40826,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-260600-00000-00000-0000-0000-000-000-000-000-000-000,930-253054-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1287,LUCKY CREEK,Stream,CM,49.02744374,-125.3054012,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40786,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-227800-00000-00000-0000-0000-000-000-000-000-000-000,930-221312-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1290,MAGGIE RIVER,Stream,CM,48.98495147,-125.3934898,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,39546,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-233800-00000-00000-0000-0000-000-000-000-000-000-000,930-227126-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1426,MALKSOPE RIVER,Stream,CM,50.13851576,-127.4228266,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,39666,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-722200-00000-00000-0000-0000-000-000-000-000-000-000,930-721847-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1424,MCKAY COVE CREEK,Stream,CM,50.04586667,-127.3493366,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,39646,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-708600-00000-00000-0000-0000-000-000-000-000-000-000,930-708402-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1296,MERCANTILE CREEK,Stream,CM,48.96298492,-125.5584854,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,39606,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-243300-00000-00000-0000-0000-000-000-000-000-000-000,930-236502-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1270,NAHMINT RIVER,Stream,CM,49.06233209,-124.8844262,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40616,Y,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-150800-00000-00000-0000-0000-000-000-000-000-000-000,930-152772-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1409,NARROWGUT CREEK,Stream,CM,49.99654491,-127.1230943,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,41831,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-648400-00000-00000-0000-0000-000-000-000-000-000-000,930-646221-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1430,NASPARTI RIVER,Stream,CM,50.19204732,-127.6082663,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,39706,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-747000-00000-00000-0000-0000-000-000-000-000-000-000,930-746556-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1427,OUOUKINSH RIVER,Stream,CM,50.1871283,-127.4340013,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,39676,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-730300-00000-00000-0000-0000-000-000-000-000-000-000,930-729741-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1249,PACHENA RIVER,Stream,CM,48.79845705,-125.127194,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40426,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-085500-00000-00000-0000-0000-000-000-000-000-000-000,930-087113-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1286,PIPESTEAM CREEK,Stream,CM,49.03768332,-125.2005414,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40776,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-224000-00000-00000-0000-0000-000-000-000-000-000-000,930-217626-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1251,POETT NOOK CREEK,Stream,CM,48.87689009,-125.0526596,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40446,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-108700-00000-00000-0000-0000-000-000-000-000-000-000,930-110667-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1406,PORRITT CREEK,Stream,CM,49.92451266,-127.2031236,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,41801,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-637700-00000-00000-0000-0000-000-000-000-000-000-000,930-635582-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1428,POWER RIVER,Stream,CM,50.17997736,-127.4797426,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,39686,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-732300-00000-00000-0000-0000-000-000-000-000-000-000,930-731806-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1256,RITHERDON CREEK,Stream,CM,48.95270362,-124.9759819,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40496,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-118300-00000-00000-0000-0000-000-000-000-000-000-000,930-119495-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1300,SANDHILL CREEK,Stream,CM,49.03245499,-125.6872034,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40836,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-264800-00000-00000-0000-0000-000-000-000-000-000-000,930-257099-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1252,SARITA RIVER,Stream,CM,48.89706946,-125.0169178,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40456,Y,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-110800-00000-00000-0000-0000-000-000-000-000-000-000,930-112460-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1282,SECHART CREEK,Stream,CM,48.95492678,-125.2489045,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40736,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-209300-00000-00000-0000-0000-000-000-000-000-000-000,930-203749-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1415,SILBURN CREEK,Stream,CM,50.14984396,-127.124784,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,41891,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-673300-06300-00000-0000-0000-000-000-000-000-000-000,930-673175-063720-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
1298,SMITH CREEK,Stream,CM,48.97802314,-125.5744113,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40816,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-244500-00000-00000-0000-0000-000-000-000-000-000-000,930-237609-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1272,SNUG BASIN CREEK,Stream,CM,49.02521424,-125.0236787,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,40636,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-161600-00000-00000-0000-0000-000-000-000-000-000-000,930-163426-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,South
1411,SOATWOON CREEK,Stream,CM,50.02827202,-127.1093748,WVI,WVI,WVI+WVI,SOUTHWEST VANCOUVER ISLAND,SWVI,49.36436517,-125.6236568,Current,10,CM-10,4,41851,N,Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ,8-Mar-11,930-654500-00000-00000-0000-0000-000-000-000-000-000-000,930-653112-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000,North
